gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,54,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,80.05,4283.39,No
Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.27,2281.76,No
Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.41,1491.24,No
Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.43,1726.37,No
Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),42.4,1188.17,No
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.29,1932.81,No
Female,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.34,1297.99,No
Female,1,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.79,1534.11,No
Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,73.84,412.42,No
Male,0,No,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.57,4948.4,No
Female,0,No,No,39,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.36,2126.77,No
Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,87.69,1436.85,No
Female,0,No,Yes,41,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.8,2975.15,No
Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,65.04,1922.49,No
Female,0,No,Yes,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,53.69,3176.36,No
Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,114.19,6289.67,Yes
Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),95.31,2608.19,No
Female,0,No,Yes,52,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),57.7,3012.99,No
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.12,90.46,No
Female,0,Yes,No,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,74.89,5259.07,No
Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),118.12,4415.0,No
Male,1,Yes,No,47,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),82.93,3900.59,No
Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),116.81,5455.46,No
Male,0,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.47,785.98,No
Male,0,No,No,50,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.27,3710.43,No
Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.39,633.25,No
Female,1,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),51.54,2565.21,No
Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.72,160.41,No
Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.5,389.34,No
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,71.13,4752.88,No
Male,1,No,No,53,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.23,3231.36,No
Female,0,No,Yes,9,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),58.11,504.63,No
Female,0,No,Yes,15,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.0,759.73,No
Female,0,Yes,Yes,39,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,101.19,3936.76,No
Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.29,47.13,Yes
Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.73,1972.97,No
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),97.11,2253.25,No
Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.65,374.51,No
Female,0,Yes,No,21,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,47.16,990.38,No
Male,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,51.07,1032.96,No
Female,0,Yes,Yes,4,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.85,267.23,No
Female,0,No,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,48.94,2298.92,No
Male,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.51,1553.88,Yes
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.73,148.05,Yes
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.43,59.54,Yes
Female,0,Yes,No,70,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),45.25,3198.68,No
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,116.17,962.89,No
Female,0,No,No,66,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.8,4455.37,No
Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,84.54,1032.52,No
Female,0,No,No,6,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,61.74,414.79,No
Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),46.99,1856.18,No
Female,0,No,Yes,63,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),76.3,4797.73,No
Male,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,49.3,246.68,Yes
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),105.83,2460.81,Yes
Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),99.13,5306.0,No
Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.09,169.66,No
Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.25,315.8,No
Male,0,No,Yes,22,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.0,1292.89,No
Female,1,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,74.76,4385.39,No
Male,0,No,Yes,59,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),45.98,2667.93,No
Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,87.65,4516.35,No
Male,0,No,Yes,48,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,77.84,3709.02,No
Male,0,Yes,Yes,1,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,110.9,107.46,Yes
Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.0,808.26,Yes
Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,97.8,6525.83,No
Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,43.62,2242.7,No
Male,1,Yes,No,17,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.73,1103.02,No
Female,1,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,47.3,2446.88,No
Male,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,42.79,2272.71,No
Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),106.71,5742.84,Yes
Female,0,Yes,No,71,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.17,5786.97,No
Female,1,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.78,3037.6,Yes
Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9,360.14,Yes
Male,1,Yes,No,59,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,59.33,3520.21,No
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.72,43.7,No
Male,0,Yes,No,46,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,97.36,4453.23,Yes
Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.1,2502.3,No
Male,0,No,No,9,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),56.21,496.6,No
Male,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.94,5601.31,No
Female,1,No,No,59,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.06,4739.17,No
Female,0,Yes,Yes,47,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,84.13,3932.08,No
Female,0,Yes,Yes,23,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.63,1469.88,Yes
Female,0,No,No,14,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),51.52,751.99,No
Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,119.64,6058.22,Yes
Female,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,69.53,761.02,No
Female,1,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.23,3750.1,Yes
Male,1,No,No,12,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,116.43,1407.25,Yes
Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,97.48,2301.47,Yes
Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),99.01,3579.11,No
Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,83.41,891.53,No
Female,1,No,Yes,58,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,72.3,4199.08,No
Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,118.09,5879.36,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.29,81.99,Yes
Male,1,Yes,No,61,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.27,2969.08,No
Male,1,No,Yes,52,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.04,4137.44,No
Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.8,1914.02,No
Female,0,No,No,43,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),48.93,2099.36,No
Female,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),81.3,3707.74,No
Female,0,Yes,No,27,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,55.99,1522.75,No
Male,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.18,464.87,No
Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,73.72,1278.13,No
Female,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),54.78,1270.98,No
Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.21,575.25,No
Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.15,4200.09,No
Female,0,Yes,No,38,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,71.25,2739.97,Yes
Female,1,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),107.33,3111.31,Yes
Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),32.1,1688.57,No
Female,1,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.46,1296.48,No
Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.47,1968.73,No
Male,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),50.07,1067.67,No
Male,1,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,91.91,1523.57,Yes
Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,97.86,0.0,No
Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.58,1306.34,Yes
Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,84.14,3714.13,Yes
Female,0,No,Yes,59,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,83.41,4894.8,No
Female,0,No,Yes,43,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.64,2934.3,No
Female,0,Yes,No,72,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,45.27,3282.98,No
Male,0,Yes,No,45,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,79.64,3582.88,No
Male,0,No,Yes,64,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.01,5181.85,No
Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,105.18,2020.22,No
Female,0,No,No,23,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,79.34,1874.56,No
Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),103.32,6083.73,No
Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),72.6,3462.23,No
Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.56,3622.65,No
Female,0,No,No,69,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,95.0,6529.58,No
Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.13,5738.14,No
Female,0,No,No,21,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.46,1587.98,Yes
Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,117.6,5159.62,Yes
Male,0,No,Yes,28,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.01,2773.34,Yes
Male,1,No,No,30,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,63.99,1880.01,No
Male,1,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.16,2700.85,No
Female,0,No,No,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.5,3403.58,No
Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,78.0,0.0,Yes
Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.17,926.4,No
Male,1,No,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,77.87,3671.48,No
Male,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),74.36,2787.54,Yes
Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,116.0,2396.81,Yes
Female,0,No,No,47,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),81.04,3777.72,No
Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),75.68,5258.23,No
Male,1,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,105.62,656.95,No
Male,1,Yes,No,44,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,73.73,3286.82,No
Female,0,Yes,No,66,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,53.71,3510.61,No
Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.83,822.65,No
Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,73.91,1747.04,No
Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.26,596.93,No
Male,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,52.84,849.32,No
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,75.12,2091.62,Yes
Female,0,No,No,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,94.05,5273.57,No
Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,90.64,1166.69,Yes
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,95.19,1548.29,Yes
Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.25,6471.6,Yes
Female,0,No,No,72,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,96.59,6911.71,No
Female,1,No,Yes,16,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),98.51,1604.54,No
Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,74.23,2266.35,No
Male,0,Yes,No,29,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.48,2366.22,Yes
Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.87,1945.0,No
Female,0,No,No,11,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.61,705.11,No
Female,0,No,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,47.31,170.12,Yes
Male,0,Yes,No,44,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),76.64,3368.88,No
Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,98.64,249.39,Yes
Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.65,1171.26,No
Male,0,No,No,6,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,67.15,423.23,No
Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),71.93,823.01,Yes
Male,1,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.99,14.59,No
Female,1,No,No,29,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),113.31,3253.77,Yes
Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),87.23,2042.13,No
Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),80.44,1918.09,Yes
Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),77.43,1717.43,No
Female,1,Yes,No,68,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,85.84,5808.47,No
Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.99,1292.67,No
Male,0,No,Yes,59,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,119.24,7048.06,No
Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.78,1371.88,No
Male,1,Yes,No,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.53,2378.94,Yes
Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.14,286.27,No
Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.83,577.33,No
Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.72,157.96,No
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.06,86.8,No
Male,1,Yes,Yes,13,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.49,633.5,Yes
Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.78,365.55,No
Female,0,Yes,No,23,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,71.55,1642.72,No
Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),99.37,5324.64,No
Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,103.9,1031.1,No
Female,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),119.18,5276.83,Yes
Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,97.89,2589.28,No
Male,1,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,81.84,2341.34,Yes
Male,0,Yes,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.97,1424.66,No
Male,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,62.49,2063.16,No
Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.27,1018.22,Yes
Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,90.13,1527.66,No
Female,0,Yes,Yes,12,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),65.64,759.62,No
Male,0,No,No,58,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,49.0,2796.51,No
Female,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,49.97,2423.69,No
Male,0,No,No,19,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.75,1442.2,No
Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),110.96,3926.24,Yes
Female,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.2,1043.24,No
